"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-79.94","43.17","HAMILTON A","6153193","2022-01-07 10:00","2022","01","07","10:00","-8.8","","-13.5","","69","","","","28","","17","","24.1","","98.81","","","","-16","","Mainly Clear"
"-79.94","43.17","HAMILTON A","6153193","2022-01-07 11:00","2022","01","07","11:00","-7.6","","-13.3","","64","","","","27","","21","","24.1","","98.85","","","","-15","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-07 12:00","2022","01","07","12:00","-7.3","","-13.6","","61","","","","27","","26","","24.1","","98.84","","","","-15","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-07 13:00","2022","01","07","13:00","-6.9","","-13.4","","60","","","","27","","23","","24.1","","98.85","","","","-14","","Mainly Clear"
"-79.94","43.17","HAMILTON A","6153193","2022-01-07 14:00","2022","01","07","14:00","-6.9","","-13.9","","58","","","","29","","21","","24.1","","98.91","","","","-14","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-07 15:00","2022","01","07","15:00","-6.9","","-14.1","","57","","","","28","","26","","24.1","","99.04","","","","-15","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-07 16:00","2022","01","07","16:00","-7.6","","-14.5","","58","","","","29","","30","","24.1","","99.18","","","","-16","","Mainly Clear"
"-79.94","43.17","HAMILTON A","6153193","2022-01-07 17:00","2022","01","07","17:00","-8.7","","-14.1","","65","","","","30","","16","","24.1","","99.31","","","","-15","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-07 18:00","2022","01","07","18:00","-9.4","","-13.8","","70","","","","27","","17","","24.1","","99.44","","","","-16","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-07 19:00","2022","01","07","19:00","-9.8","","-13.3","","76","","","","28","","15","","24.1","","99.56","","","","-16","","Clear"
"-79.94","43.17","HAMILTON A","6153193","2022-01-07 20:00","2022","01","07","20:00","-9.7","","-12.7","","79","","","","28","","10","","24.1","","99.65","","","","-15","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-07 21:00","2022","01","07","21:00","-10.4","","-12.8","","83","","","","27","","8","","24.1","","99.77","","","","-15","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-07 22:00","2022","01","07","22:00","-10.3","","-12.5","","84","","","","32","","7","","24.1","","99.85","","","","-14","","Mainly Clear"
"-79.94","43.17","HAMILTON A","6153193","2022-01-07 23:00","2022","01","07","23:00","-10.5","","-13.3","","80","","","","32","","5","","24.1","","99.91","","","","-14","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-08 00:00","2022","01","08","00:00","-11.1","","-13.7","","81","","","","33","","7","","24.1","","99.99","","","","-15","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-08 01:00","2022","01","08","01:00","-12.6","","-14.6","","86","","","","25","","7","","24.1","","100.02","","","","-17","","Clear"
"-79.94","43.17","HAMILTON A","6153193","2022-01-08 02:00","2022","01","08","02:00","-12.3","","-14.1","","86","","","","27","","7","","24.1","","100.09","","","","-17","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-08 03:00","2022","01","08","03:00","-12.7","","-14.5","","87","","","","31","","4","","24.1","","100.14","","","","-15","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-08 04:00","2022","01","08","04:00","-13.0","","-14.7","","87","","","","36","","1","","24.1","","100.22","","","","-14","","Clear"
"-79.94","43.17","HAMILTON A","6153193","2022-01-08 05:00","2022","01","08","05:00","-12.6","","-14.3","","88","","","","11","","4","","24.1","","100.23","","","","-15","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-08 06:00","2022","01","08","06:00","-12.6","","-14.3","","88","","","","18","","6","","24.1","","100.34","","","","-17","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-08 07:00","2022","01","08","07:00","-12.5","","-14.1","","88","","","","13","","6","","24.1","","100.39","","","","-16","","Mainly Clear"
"-79.94","43.17","HAMILTON A","6153193","2022-01-08 08:00","2022","01","08","08:00","-13.0","","-14.5","","89","","","","6","","6","","24.1","","100.36","","","","-17","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-08 09:00","2022","01","08","09:00","-9.9","","-12.4","","82","","","","12","","9","","24.1","","100.39","","","","-15","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-08 10:00","2022","01","08","10:00","-8.3","","-11.4","","79","","","","12","","12","","24.1","","100.41","","","","-14","","Mostly Cloudy"
"-79.94","43.17","HAMILTON A","6153193","2022-01-08 11:00","2022","01","08","11:00","-6.3","","-8.5","","84","","","","13","","9","","24.1","","100.41","","","","-11","","Snow"
"-79.94","43.17","HAMILTON A","6153193","2022-01-08 12:00","2022","01","08","12:00","-5.3","","-7.9","","82","","","","13","","9","","24.1","","100.20","","","","-9","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-08 13:00","2022","01","08","13:00","-3.3","","-9.2","","64","","","","18","","28","","24.1","","100.03","","","","-11","","Mostly Cloudy"
"-79.94","43.17","HAMILTON A","6153193","2022-01-08 14:00","2022","01","08","14:00","-2.3","","-9.6","","58","","","","17","","18","","24.1","","99.87","","","","-8","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-08 15:00","2022","01","08","15:00","-2.2","","-9.5","","57","","","","16","","22","","24.1","","99.79","","","","-8","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-08 16:00","2022","01","08","16:00","-2.2","","-9.3","","58","","","","15","","21","","24.1","","99.64","","","","-8","","Mainly Clear"
"-79.94","43.17","HAMILTON A","6153193","2022-01-08 17:00","2022","01","08","17:00","-3.5","","-9.0","","66","","","","15","","12","","24.1","","99.61","","","","-8","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-08 18:00","2022","01","08","18:00","-5.2","","-9.1","","74","","","","11","","12","","24.1","","99.48","","","","-10","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-08 19:00","2022","01","08","19:00","-2.5","","-8.7","","63","","","","13","","7","","24.1","","99.42","","","","-5","","Cloudy"
"-79.94","43.17","HAMILTON A","6153193","2022-01-08 20:00","2022","01","08","20:00","-1.9","","-8.1","","63","","","","17","","7","","24.1","","99.34","","","","-5","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-08 21:00","2022","01","08","21:00","0.2","","-8.1","","54","","","","20","","22","","24.1","","99.16","","","","","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-08 22:00","2022","01","08","22:00","0.1","","-5.2","","67","","","","21","","26","","24.1","","99.10","","","","","","Rain"
"-79.94","43.17","HAMILTON A","6153193","2022-01-08 23:00","2022","01","08","23:00","0.3","","-3.8","","74","","","","21","","28","","24.1","","98.96","","","","","","Rain"
"-79.94","43.17","HAMILTON A","6153193","2022-01-09 00:00","2022","01","09","00:00","-0.1","","-1.9","","88","","","","21","","35","","24.1","","98.94","","","","-7","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-09 01:00","2022","01","09","01:00","0.2","","-0.7","","94","","","","21","","34","","9.7","","98.79","","","","","","Fog"
"-79.94","43.17","HAMILTON A","6153193","2022-01-09 02:00","2022","01","09","02:00","0.4","","-0.4","","94","","","","21","","35","","6.4","","98.72","","","","","","Drizzle,Fog"
"-79.94","43.17","HAMILTON A","6153193","2022-01-09 03:00","2022","01","09","03:00","0.7","","-0.1","","95","","","","21","","34","","6.4","","98.62","","","","","","Drizzle,Fog"
"-79.94","43.17","HAMILTON A","6153193","2022-01-09 04:00","2022","01","09","04:00","0.8","","0.2","","96","","","","21","","34","","6.4","","98.47","","","","","","Drizzle,Fog"
"-79.94","43.17","HAMILTON A","6153193","2022-01-09 05:00","2022","01","09","05:00","1.3","","0.9","","97","","","","21","","32","","6.4","","98.37","","","","","","Drizzle,Fog"
"-79.94","43.17","HAMILTON A","6153193","2022-01-09 06:00","2022","01","09","06:00","1.8","","1.4","","98","","","","21","","26","","4.0","","98.29","","","","","","Drizzle,Fog"
"-79.94","43.17","HAMILTON A","6153193","2022-01-09 07:00","2022","01","09","07:00","2.3","","2.0","","98","","","","21","","27","","14.5","","98.22","","","","","","Rain"
"-79.94","43.17","HAMILTON A","6153193","2022-01-09 08:00","2022","01","09","08:00","2.9","","2.5","","97","","","","23","","26","","14.5","","98.24","","","","","","Drizzle"
"-79.94","43.17","HAMILTON A","6153193","2022-01-09 09:00","2022","01","09","09:00","3.0","","2.1","","93","","","","23","","35","","24.1","","98.28","","","","","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-09 10:00","2022","01","09","10:00","2.7","","1.6","","93","","","","23","","33","","24.1","","98.29","","","","","","Cloudy"
"-79.94","43.17","HAMILTON A","6153193","2022-01-09 11:00","2022","01","09","11:00","2.5","","1.1","","91","","","","25","","30","","19.3","","98.33","","","","","","Drizzle"
"-79.94","43.17","HAMILTON A","6153193","2022-01-09 12:00","2022","01","09","12:00","2.1","","0.8","","91","","","","25","","29","","19.3","","98.31","","","","","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-09 13:00","2022","01","09","13:00","1.0","","-0.7","","88","","","","28","","32","","24.1","","98.35","","","","","","Drizzle"
"-79.94","43.17","HAMILTON A","6153193","2022-01-09 14:00","2022","01","09","14:00","0.6","","-3.0","","77","","","","27","","34","","19.3","","98.40","","","","","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-09 15:00","2022","01","09","15:00","0.0","","-4.8","","70","","","","27","","36","","19.3","","98.52","","","","-7","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-09 16:00","2022","01","09","16:00","-0.3","","-6.2","","65","","","","27","","28","","24.1","","98.59","","","","-7","","Mostly Cloudy"
"-79.94","43.17","HAMILTON A","6153193","2022-01-09 17:00","2022","01","09","17:00","-1.4","","-7.2","","65","","","","27","","33","","24.1","","98.73","","","","-9","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-09 18:00","2022","01","09","18:00","-2.4","","-7.8","","67","","","","28","","32","","24.1","","98.89","","","","-10","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-09 19:00","2022","01","09","19:00","-3.7","","-8.6","","69","","","","28","","34","","24.1","","99.04","","","","-12","","Snow"
"-79.94","43.17","HAMILTON A","6153193","2022-01-09 20:00","2022","01","09","20:00","-4.5","","-9.8","","67","","","","27","","25","","24.1","","99.18","","","","-12","","Snow"
"-79.94","43.17","HAMILTON A","6153193","2022-01-09 21:00","2022","01","09","21:00","-5.9","","-12.7","","59","","","","27","","32","","24.1","","99.29","","","","-14","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-09 22:00","2022","01","09","22:00","-6.6","","-12.1","","65","","","","27","","27","","19.3","","99.34","","","","-15","","Snow"
"-79.94","43.17","HAMILTON A","6153193","2022-01-09 23:00","2022","01","09","23:00","-7.4","","-13.8","","61","","","","26","","30","","24.1","","99.37","","","","-16","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-10 00:00","2022","01","10","00:00","-8.0","","-12.6","","70","","","","26","","33","","24.1","","99.40","","","","-17","","Snow"
"-79.94","43.17","HAMILTON A","6153193","2022-01-10 01:00","2022","01","10","01:00","-8.7","","-15.1","","60","","","","27","","31","","24.1","","99.39","","","","-18","","Mostly Cloudy"
"-79.94","43.17","HAMILTON A","6153193","2022-01-10 02:00","2022","01","10","02:00","-9.2","","-14.8","","64","","","","26","","33","","24.1","","99.38","","","","-19","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-10 03:00","2022","01","10","03:00","-8.8","","-14.6","","64","","","","26","","30","","16.1","","99.42","","","","-18","","Snow"
"-79.94","43.17","HAMILTON A","6153193","2022-01-10 04:00","2022","01","10","04:00","-9.4","","-14.3","","68","","","","25","","34","","24.1","","99.40","","","","-19","","Mostly Cloudy"
"-79.94","43.17","HAMILTON A","6153193","2022-01-10 05:00","2022","01","10","05:00","-10.0","","-14.5","","70","","","","26","","25","","24.1","","99.40","","","","-19","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-10 06:00","2022","01","10","06:00","-9.8","","-14.6","","68","","","","25","","35","","24.1","","99.39","","","","-20","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-10 07:00","2022","01","10","07:00","-9.8","","-14.7","","68","","","","25","","33","","24.1","","99.41","","","","-20","","Mostly Cloudy"
"-79.94","43.17","HAMILTON A","6153193","2022-01-10 08:00","2022","01","10","08:00","-10.0","","-14.8","","68","","","","26","","28","","12.9","","99.43","","","","-19","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-10 09:00","2022","01","10","09:00","-9.9","","-15.3","","65","","","","26","","21","","19.3","","99.43","","","","-18","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-10 10:00","2022","01","10","10:00","-9.8","","-14.9","","67","","","","27","","24","","12.9","","99.43","","","","-18","","Snow Showers"
"-79.94","43.17","HAMILTON A","6153193","2022-01-10 11:00","2022","01","10","11:00","-9.8","","-15.9","","61","","","","27","","33","","12.9","","99.41","","","","-20","","Snow Showers"
"-79.94","43.17","HAMILTON A","6153193","2022-01-10 12:00","2022","01","10","12:00","-9.7","","-16.3","","59","","","","27","","30","","12.9","","99.34","","","","-19","","Snow Showers"
"-79.94","43.17","HAMILTON A","6153193","2022-01-10 13:00","2022","01","10","13:00","-9.2","","-15.6","","60","","","","26","","23","","4.0","","99.26","","","","-17","","Snow Showers"
"-79.94","43.17","HAMILTON A","6153193","2022-01-10 14:00","2022","01","10","14:00","-9.9","","-14.8","","67","","","","26","","32","","2.8","","99.21","","","","-20","","Snow Showers"
"-79.94","43.17","HAMILTON A","6153193","2022-01-10 15:00","2022","01","10","15:00","-10.5","","-13.9","","76","","","","27","","30","","19.3","","99.23","","","","-20","","Snow,Blowing Snow"
"-79.94","43.17","HAMILTON A","6153193","2022-01-10 16:00","2022","01","10","16:00","-10.5","","-15.1","","69","","","","27","","27","","24.1","","99.25","","","","-20","","Snow,Blowing Snow"
"-79.94","43.17","HAMILTON A","6153193","2022-01-10 17:00","2022","01","10","17:00","-10.8","","-15.2","","71","","","","27","","25","","14.5","","99.29","","","","-20","","Snow,Blowing Snow"
"-79.94","43.17","HAMILTON A","6153193","2022-01-10 18:00","2022","01","10","18:00","-11.4","","-15.3","","73","","","","26","","22","","24.1","","99.38","","","","-20","","Blowing Snow"
"-79.94","43.17","HAMILTON A","6153193","2022-01-10 19:00","2022","01","10","19:00","-11.5","","-15.1","","75","","","","27","","22","","24.1","","99.46","","","","-20","","Blowing Snow"
"-79.94","43.17","HAMILTON A","6153193","2022-01-10 20:00","2022","01","10","20:00","-11.1","","-14.7","","75","","","","28","","22","","4.0","","99.58","","","","-20","","Snow,Blowing Snow"
"-79.94","43.17","HAMILTON A","6153193","2022-01-10 21:00","2022","01","10","21:00","-11.3","","-15.4","","72","","","","32","","19","","9.7","","99.69","","","","-19","","Snow,Blowing Snow"
"-79.94","43.17","HAMILTON A","6153193","2022-01-10 22:00","2022","01","10","22:00","-12.8","","-16.0","","77","","","","34","","21","","16.1","","99.80","","","","-22","","Snow,Blowing Snow"
"-79.94","43.17","HAMILTON A","6153193","2022-01-10 23:00","2022","01","10","23:00","-14.3","","-18.1","","73","","","","35","","13","","24.1","","99.92","","","","-21","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-11 00:00","2022","01","11","00:00","-14.5","","-20.2","","62","","","","33","","18","","24.1","","100.02","","","","-23","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-11 01:00","2022","01","11","01:00","-15.1","","-20.9","","62","","","","31","","12","","24.1","","100.08","","","","-22","","Mainly Clear"
"-79.94","43.17","HAMILTON A","6153193","2022-01-11 02:00","2022","01","11","02:00","-15.8","","-21.0","","65","","","","29","","9","","24.1","","100.17","","","","-22","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-11 03:00","2022","01","11","03:00","-16.5","","-21.2","","67","","","","33","","8","","24.1","","100.29","","","","-22","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-11 04:00","2022","01","11","04:00","-17.0","","-19.5","","81","","","","2","","8","","24.1","","100.34","","","","-23","","Mostly Cloudy"
"-79.94","43.17","HAMILTON A","6153193","2022-01-11 05:00","2022","01","11","05:00","-16.7","","-19.5","","80","","","","4","","10","","24.1","","100.39","","","","-23","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-11 06:00","2022","01","11","06:00","-16.6","","-19.0","","82","","","","6","","10","","24.1","","100.46","","","","-23","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-11 07:00","2022","01","11","07:00","-16.8","","-19.4","","81","","","","5","","9","","24.1","","100.47","","","","-23","","Cloudy"
"-79.94","43.17","HAMILTON A","6153193","2022-01-11 08:00","2022","01","11","08:00","-16.7","","-19.0","","82","","","","7","","6","","24.1","","100.47","","","","-21","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-11 09:00","2022","01","11","09:00","-15.8","","-17.8","","84","","","","12","","8","","11.3","","100.51","","","","-21","","Snow"
"-79.94","43.17","HAMILTON A","6153193","2022-01-11 10:00","2022","01","11","10:00","-14.8","","-17.3","","81","","","","16","","7","","16.1","","100.51","","","","-20","","Snow"
"-79.94","43.17","HAMILTON A","6153193","2022-01-11 11:00","2022","01","11","11:00","-13.8","","-17.0","","77","","","","17","","11","","24.1","","100.46","","","","-20","","Snow"
"-79.94","43.17","HAMILTON A","6153193","2022-01-11 12:00","2022","01","11","12:00","-12.3","","-15.9","","75","","","","16","","11","","24.1","","100.33","","","","-18","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-11 13:00","2022","01","11","13:00","-11.6","","-16.0","","70","","","","36","","2","","24.1","","100.19","","","","-13","","Mostly Cloudy"
"-79.94","43.17","HAMILTON A","6153193","2022-01-11 14:00","2022","01","11","14:00","-10.3","","-14.7","","71","","","","19","","16","","24.1","","100.12","","","","-17","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-11 15:00","2022","01","11","15:00","-10.2","","-14.3","","72","","","","20","","19","","19.3","","100.04","","","","-18","","Snow"
"-79.94","43.17","HAMILTON A","6153193","2022-01-11 16:00","2022","01","11","16:00","-9.6","","-12.9","","77","","","","20","","15","","19.3","","99.91","","","","-16","","Snow"
"-79.94","43.17","HAMILTON A","6153193","2022-01-11 17:00","2022","01","11","17:00","-9.2","","-11.8","","81","","","","17","","18","","24.1","","99.79","","","","-16","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-11 18:00","2022","01","11","18:00","-8.9","","-10.4","","89","","","","18","","13","","11.3","","99.61","","","","-15","","Snow"
"-79.94","43.17","HAMILTON A","6153193","2022-01-11 19:00","2022","01","11","19:00","-8.4","","-12.2","","74","","","","20","","21","","24.1","","99.47","","","","-16","","Mainly Clear"
"-79.94","43.17","HAMILTON A","6153193","2022-01-11 20:00","2022","01","11","20:00","-6.9","","-11.4","","71","","","","20","","31","","24.1","","99.18","","","","-16","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-11 21:00","2022","01","11","21:00","-5.8","","-10.6","","69","","","","19","","35","","24.1","","98.91","","","","-15","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-11 22:00","2022","01","11","22:00","-4.7","","-10.6","","64","","","","20","","42","","24.1","","98.66","","","","-14","","Mainly Clear"
"-79.94","43.17","HAMILTON A","6153193","2022-01-11 23:00","2022","01","11","23:00","-4.6","","-10.0","","66","","","","22","","40","","24.1","","98.70","","","","-14","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-12 00:00","2022","01","12","00:00","-4.4","","-9.2","","69","","","","22","","34","","24.1","","98.62","","","","-13","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-12 01:00","2022","01","12","01:00","-4.0","","-8.5","","71","","","","21","","28","","24.1","","98.53","","","","-11","","Mainly Clear"
"-79.94","43.17","HAMILTON A","6153193","2022-01-12 02:00","2022","01","12","02:00","-3.6","","-7.5","","75","","","","21","","27","","24.1","","98.37","","","","-11","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-12 03:00","2022","01","12","03:00","-1.3","","-6.2","","69","","","","22","","34","","24.1","","98.30","","","","-9","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-12 04:00","2022","01","12","04:00","-0.6","","-5.8","","68","","","","23","","33","","24.1","","98.22","","","","-8","","Mainly Clear"
"-79.94","43.17","HAMILTON A","6153193","2022-01-12 05:00","2022","01","12","05:00","-0.5","","-5.7","","68","","","","23","","36","","24.1","","98.16","","","","-8","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-12 06:00","2022","01","12","06:00","0.0","","-5.2","","68","","","","24","","33","","24.1","","98.25","","","","-7","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-12 07:00","2022","01","12","07:00","0.4","","-4.6","","69","","","","24","","30","","24.1","","98.29","","","","","","Cloudy"
"-79.94","43.17","HAMILTON A","6153193","2022-01-12 08:00","2022","01","12","08:00","0.6","","-4.1","","71","","","","24","","32","","24.1","","98.35","","","","","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-12 09:00","2022","01","12","09:00","0.7","","-3.9","","71","","","","23","","30","","24.1","","98.38","","","","","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-12 10:00","2022","01","12","10:00","0.6","","-3.6","","73","","","","25","","23","","19.3","","98.46","","","","","","Cloudy"
"-79.94","43.17","HAMILTON A","6153193","2022-01-12 11:00","2022","01","12","11:00","0.8","","-3.3","","74","","","","23","","24","","24.1","","98.52","","","","","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-12 12:00","2022","01","12","12:00","1.0","","-3.0","","75","","","","24","","26","","19.3","","98.48","","","","","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-12 13:00","2022","01","12","13:00","0.8","","-2.7","","77","","","","24","","29","","24.1","","98.45","","","","","","Cloudy"
"-79.94","43.17","HAMILTON A","6153193","2022-01-12 14:00","2022","01","12","14:00","0.7","","-2.5","","79","","","","25","","19","","16.1","","98.46","","","","","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-12 15:00","2022","01","12","15:00","0.6","","-2.6","","79","","","","25","","21","","19.3","","98.50","","","","","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-12 16:00","2022","01","12","16:00","0.5","","-2.5","","80","","","","26","","13","","19.3","","98.55","","","","","","Cloudy"
"-79.94","43.17","HAMILTON A","6153193","2022-01-12 17:00","2022","01","12","17:00","0.3","","-2.5","","82","","","","25","","12","","16.1","","98.59","","","","","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-12 18:00","2022","01","12","18:00","0.0","","-2.2","","85","","","","28","","10","","9.7","","98.67","","","","-3","","Drizzle,Fog"
"-79.94","43.17","HAMILTON A","6153193","2022-01-12 19:00","2022","01","12","19:00","-0.4","","-1.8","","90","","","","28","","5","","9.7","","98.72","","","","-2","","Freezing Drizzle,Fog"
"-79.94","43.17","HAMILTON A","6153193","2022-01-12 20:00","2022","01","12","20:00","-0.6","","-1.7","","93","","","","27","","8","","9.7","","98.74","","","","-3","","Freezing Drizzle,Fog"
"-79.94","43.17","HAMILTON A","6153193","2022-01-12 21:00","2022","01","12","21:00","-0.8","","-1.6","","94","","","","24","","5","","12.9","","98.72","","","","-2","","Freezing Drizzle"
"-79.94","43.17","HAMILTON A","6153193","2022-01-12 22:00","2022","01","12","22:00","-1.0","","-1.7","","95","","","","23","","4","","11.3","","98.71","","","","-2","","Snow"
"-79.94","43.17","HAMILTON A","6153193","2022-01-12 23:00","2022","01","12","23:00","-1.1","","-1.6","","96","","","","24","","5","","6.4","","98.68","","","","-3","","Snow"
"-79.94","43.17","HAMILTON A","6153193","2022-01-13 00:00","2022","01","13","00:00","-1.2","","-1.6","","97","","","","24","","5","","4.8","","98.67","","","","-3","","Snow"
"-79.94","43.17","HAMILTON A","6153193","2022-01-13 01:00","2022","01","13","01:00","-1.4","","-1.7","","98","","","","24","","3","","4.0","","98.58","","","","-2","","Snow,Fog"
"-79.94","43.17","HAMILTON A","6153193","2022-01-13 02:00","2022","01","13","02:00","-1.2","","-1.5","","98","","","","21","","5","","11.3","","98.55","","","","-3","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-13 03:00","2022","01","13","03:00","-1.3","","-1.6","","98","","","","22","","3","","4.0","","98.56","","","","-2","","Fog"
"-79.94","43.17","HAMILTON A","6153193","2022-01-13 04:00","2022","01","13","04:00","-1.2","","-1.5","","98","","","","36","","1","","4.0","","98.50","","","","-2","","Fog"
"-79.94","43.17","HAMILTON A","6153193","2022-01-13 05:00","2022","01","13","05:00","-1.2","","-1.5","","98","","","","36","","2","","6.4","","98.47","","","","-2","","Fog"
"-79.94","43.17","HAMILTON A","6153193","2022-01-13 06:00","2022","01","13","06:00","-1.0","","-1.4","","97","","","","9","","4","","9.7","","98.45","","","","-2","","Snow,Fog"
"-79.94","43.17","HAMILTON A","6153193","2022-01-13 07:00","2022","01","13","07:00","-1.0","","-1.3","","98","","","","5","","4","","1.6","","98.47","","","","-2","","Snow,Fog"
"-79.94","43.17","HAMILTON A","6153193","2022-01-13 08:00","2022","01","13","08:00","-0.7","","-0.9","","99","","","","6","","8","","0.4","","98.43","","","","-4","","Freezing Drizzle,Freezing Fog"
"-79.94","43.17","HAMILTON A","6153193","2022-01-13 09:00","2022","01","13","09:00","-0.5","","-0.6","","99","","","","7","","7","","0.4","","98.45","","","","-3","","Freezing Drizzle,Freezing Fog"
"-79.94","43.17","HAMILTON A","6153193","2022-01-13 10:00","2022","01","13","10:00","-0.3","","-0.4","","99","","","","6","","9","","0.4","","98.45","","","","-3","","Freezing Drizzle,Freezing Fog"
"-79.94","43.17","HAMILTON A","6153193","2022-01-13 11:00","2022","01","13","11:00","-0.2","","-0.3","","99","","","","5","","12","","0.4","","98.42","","","","-4","","Freezing Drizzle,Freezing Fog"
"-79.94","43.17","HAMILTON A","6153193","2022-01-13 12:00","2022","01","13","12:00","-0.4","","-0.4","","99","","","","3","","12","","0.4","","98.33","","","","-4","","Freezing Drizzle,Freezing Fog"
"-79.94","43.17","HAMILTON A","6153193","2022-01-13 13:00","2022","01","13","13:00","-0.2","","-0.3","","99","","","","3","","10","","0.4","","98.26","","","","-4","","Freezing Drizzle,Freezing Fog"
"-79.94","43.17","HAMILTON A","6153193","2022-01-13 14:00","2022","01","13","14:00","0.0","","0.0","","100","","","","7","","9","","0.8","","98.23","","","","-3","","Drizzle,Fog"
"-79.94","43.17","HAMILTON A","6153193","2022-01-13 15:00","2022","01","13","15:00","0.2","","0.2","","100","","","","2","","10","","0.8","","98.23","","","","","","Drizzle,Fog"
"-79.94","43.17","HAMILTON A","6153193","2022-01-13 16:00","2022","01","13","16:00","0.1","","0.0","","100","","","","36","","7","","1.2","","98.30","","","","","","Fog"
"-79.94","43.17","HAMILTON A","6153193","2022-01-13 17:00","2022","01","13","17:00","-0.2","","-0.2","","99","","","","35","","5","","2.4","","98.34","","","","-2","","Fog"
"-79.94","43.17","HAMILTON A","6153193","2022-01-13 18:00","2022","01","13","18:00","-0.4","","-0.4","","99","","","","6","","5","","4.0","","98.40","","","","-2","","Fog"
"-79.94","43.17","HAMILTON A","6153193","2022-01-13 19:00","2022","01","13","19:00","-0.6","","-0.7","","99","","","","36","","2","","3.2","","98.44","","","","-1","","Fog"
